Organizador,Ano_Mes,Dia_da_Semana,Tipo_Dia,Objetivo,Date,AdSet_name,Amount_spent,Link_clicks,Impressions,Conversions,Segmentação,Tipo_de_Anúncio,Fase
1016,2025 | Dezembro,Sábado,Final de semana,Leads,2025-12-20,bottomfunnel_rmkt_60d_estatico_v2,162.18,92,6564,3,Remarketing_60dias,Estático,1º Lançamento | Leads
1017,2025 | Outubro,Quarta-Feira,Dia útil,Leads,2025-10-29,midfunnel_rmkt_30d_video_v3,114.52,285,6952,74,Remarketing_30dias,Video,1º Lançamento | Leads
1018,2025 | Setembro,Domingo,Final de semana,Leads,2025-09-21,topfunnel_lal2_leads_video_v3,25.99,16,609,2,LookALike_Leads_2,Video,2º Lançamento | Leads
1019,2025 | Julho,Segunda-Feira,Dia útil,Leads,2025-07-28,topfunnel_interesses_dados_carrossel_v2,65.39,111,2817,3,Interesses_Dados,Carrossel,Campanha Contínua | Leads
1020,2025 | Novembro,Quinta-Feira,Dia útil,Leads,2025-11-27,bottomfunnel_engajamento_ig_carrossel_v1,46.64,69,3101,9,Engajamento_Instagram,Carrossel,2º Lançamento | Leads
1021,2025 | Agosto,Segunda-Feira,Dia útil,Leads,2025-08-25,topfunnel_interesses_dados_estatico_v3,19.88,16,618,0,Interesses_Dados,Estático,1º Lançamento | Leads
1022,2025 | Maio,Sexta-Feira,Dia útil,Leads,2025-05-02,topfunnel_lal2_leads_estatico_v1,155.98,40,3768,0,LookALike_Leads_2,Estático,Campanha Contínua | Vendas
1023,2025 | Maio,Sexta-Feira,Dia útil,Vendas,2025-05-16,topfunnel_lal2_leads_estatico_v2,126.14,130,3601,26,LookALike_Leads_2,Estático,2º Lançamento | Vendas
1024,2025 | Março,Sexta-Feira,Dia útil,Leads,2025-03-21,midfunnel_rmkt_30d_video_v3,58.16,138,5901,38,Remarketing_30dias,Video,Campanha Contínua | Leads
1025,2025 | Março,Sábado,Final de semana,Leads,2025-03-22,topfunnel_interesses_dados_video_v1,108.12,44,3278,2,Interesses_Dados,Video,Campanha Contínua | Leads
1026,2025 | Maio,Quarta-Feira,Dia útil,Leads,2025-05-07,topfunnel_lal1_compradores_carrossel_v1,76.91,66,2598,18,LookALike_Compradores_1,Carrossel,1º Lançamento | Leads
1027,2025 | Dezembro,Terça-Feira,Dia útil,Vendas,2025-12-09,bottomfunnel_rmkt_30d_estatico_v1,121.73,108,6373,24,Remarketing_30dias,Estático,1º Lançamento | Vendas
1028,2025 | Janeiro,Domingo,Final de semana,Leads,2025-01-05,topfunnel_interesses_dados_video_v3,40.33,95,2264,25,Interesses_Dados,Video,1º Lançamento | Leads
1029,2025 | Julho,Quarta-Feira,Dia útil,Leads,2025-07-09,topfunnel_lal2_leads_carrossel_v3,56.2,46,1265,7,LookALike_Leads_2,Carrossel,Campanha Contínua | Leads
1030,2025 | Outubro,Sábado,Final de semana,Leads,2025-10-11,topfunnel_interesses_dados_video_v2,22.99,51,1922,4,Interesses_Dados,Video,Campanha Contínua | Leads
1031,2025 | Abril,Sexta-Feira,Dia útil,Vendas,2025-04-18,bottomfunnel_rmkt_30d_carrossel_v3,89.21,83,2149,3,Remarketing_30dias,Carrossel,2º Lançamento | Vendas
1032,2025 | Maio,Quinta-Feira,Dia útil,Leads,2025-05-22,bottomfunnel_visitantes_site_video_v1,134.07,101,4718,2,Visitantes_Site,Video,1º Lançamento | Leads
1033,2025 | Dezembro,Sábado,Final de semana,Vendas,2025-12-20,topfunnel_lal1_compradores_estatico_v3,100.57,24,4207,2,LookALike_Compradores_1,Estático,1º Lançamento | Vendas
1034,2025 | Julho,Quinta-Feira,Dia útil,Leads,2025-07-03,midfunnel_rmkt_30d_carrossel_v2,140.97,71,3462,13,Remarketing_30dias,Carrossel,1º Lançamento | Leads
1035,2025 | Maio,Sexta-Feira,Dia útil,Vendas,2025-05-02,topfunnel_cargos_dados_estatico_v1,34.34,29,813,3,Cargos_Dados,Estático,Campanha Contínua | Vendas
1036,2025 | Maio,Quinta-Feira,Dia útil,Leads,2025-05-08,topfunnel_interesses_dados_estatico_v1,154.9,9594,9544,53,Interesses_Dados,Estático,2º Lançamento | Leads
1037,2025 | Abril,Domingo,Final de semana,Leads,2025-04-27,bottomfunnel_rmkt_30d_estatico_v2,155.92,54,3561,10,Remarketing_30dias,Estático,2º Lançamento | Leads
1038,2025 | Dezembro,Domingo,Final de semana,Vendas,2025-12-14,midfunnel_visitantes_site_video_v2,34.2,11,784,0,Visitantes_Site,Video,2º Lançamento | Vendas
1039,2025 | Junho,Quinta-Feira,Dia útil,Vendas,2025-06-26,midfunnel_visitantes_site_estatico_v2,162.16,62,10786,8,Visitantes_Site,Estático,Campanha Contínua | Vendas
1040,2025 | Outubro,Sexta-Feira,Dia útil,Vendas,2025-10-03,bottomfunnel_rmkt_30d_estatico_v1,170.93,120,4063,24,Remarketing_30dias,Estático,1º Lançamento | Vendas
1041,2025 | Junho,Terça-Feira,Dia útil,Leads,2025-06-03,bottomfunnel_engajamento_ig_estatico_v3,54.98,91,4325,25,Engajamento_Instagram,Estático,Campanha Contínua | Leads
1042,2025 | Março,Terça-Feira,Dia útil,Leads,2025-03-31,midfunnel_rmkt_60d_estatico_v2,53.43,62,2235,12,Remarketing_60dias,Estático,2º Lançamento | Leads
1043,2025 | Agosto,Sexta-Feira,Dia útil,Leads,2025-08-15,bottomfunnel_rmkt_30d_carrossel_v3,32.62,73,2928,14,Remarketing_30dias,Carrossel,2º Lançamento | Leads
1044,2025 | Fevereiro,Segunda-Feira,Dia útil,Vendas,2025-02-17,bottomfunnel_rmkt_30d_carrossel_v1,145.66,63,10828,18,Remarketing_30dias,Carrossel,Campanha Contínua | Vendas
1045,2025 | Fevereiro,Sexta-Feira,Dia útil,Leads,2025-02-07,bottomfunnel_rmkt_30d_carrossel_v2,73.44,175,5456,47,Remarketing_30dias,Carrossel,1º Lançamento | Leads
1046,2025 | Agosto,Quarta-Feira,Dia útil,Leads,2025-08-06,topfunnel_lal2_leads_video_v3,46.73,26,1186,6,LookALike_Leads_2,Video,Campanha Contínua | Leads
1047,2025 | Setembro,Segunda-Feira,Dia útil,Vendas,2025-09-29,bottomfunnel_visitantes_site_estatico_v3,81.65,231,5878,33,Visitantes_Site,Estático,1º Lançamento | Vendas
1048,2025 | Novembro,Domingo,Final de semana,Leads,2025-11-23,topfunnel_lal2_leads_carrossel_v1,51.24,74,4715,7,LookALike_Leads_2,Carrossel,2º Lançamento | Leads
1049,2025 | Outubro,Sábado,Final de semana,Leads,2025-10-04,topfunnel_cargos_dados_video_v2,125.68,24,3681,3,Cargos_Dados,Video,Campanha Contínua | Leads
1050,2025 | Agosto,Quarta-Feira,Dia útil,Leads,2025-08-27,bottomfunnel_rmkt_30d_estatico_v3,170.43,783,19538,141,Remarketing_30dias,Estático,2º Lançamento | Leads
1051,2025 | Janeiro,Sábado,Final de semana,Vendas,2025-01-04,bottomfunnel_rmkt_60d_estatico_v3,135.18,137,4792,11,Remarketing_60dias,Estático,1º Lançamento | Vendas
1052,2025 | Maio,Terça-Feira,Dia útil,Leads,2025-05-20,topfunnel_lal1_compradores_estatico_v2,121.23,108,3230,27,LookALike_Compradores_1,Estático,1º Lançamento | Leads
1053,2025 | Novembro,Sábado,Final de semana,Leads,2025-11-15,midfunnel_engajamento_ig_carrossel_v1,116.59,205,8954,6,Engajamento_Instagram,Carrossel,2º Lançamento | Leads
1054,2025 | Junho,Terça-Feira,Dia útil,Leads,2025-06-17,bottomfunnel_visitantes_site_estatico_v2,135.98,50,3506,2,Visitantes_Site,Estático,1º Lançamento | Leads
1055,2025 | Outubro,Sábado,Final de semana,Leads,2025-10-04,midfunnel_visitantes_site_video_v3,9.65,14,1054,3,Visitantes_Site,Video,Campanha Contínua | Leads
1056,2025 | Março,Quinta-Feira,Dia útil,Leads,2025-03-20,topfunnel_lal2_leads_carrossel_v1,102.6,208,6386,48,LookALike_Leads_2,Carrossel,1º Lançamento | Leads
1057,2025 | Novembro,Sexta-Feira,Dia útil,Leads,2025-11-07,topfunnel_interesses_dados_video_v2,21.69,40,2423,8,Interesses_Dados,Video,2º Lançamento | Leads
1058,2025 | Julho,Quarta-Feira,Dia útil,Vendas,2025-07-23,midfunnel_rmkt_30d_video_v1,126.25,211,6589,51,Remarketing_30dias,Video,Campanha Contínua | Vendas
1059,2025 | Janeiro,Quarta-Feira,Dia útil,Leads,2025-01-22,bottomfunnel_engajamento_ig_carrossel_v1,92.31,173,4475,43,Engajamento_Instagram,Carrossel,1º Lançamento | Leads
1060,2025 | Agosto,Domingo,Final de semana,Vendas,2025-08-10,topfunnel_lal2_leads_carrossel_v1,79.8,98,2270,9,LookALike_Leads_2,Carrossel,Campanha Contínua | Vendas
1061,2025 | Setembro,Sexta-Feira,Dia útil,Leads,2025-09-05,midfunnel_rmkt_60d_estatico_v1,52.01,73,2107,13,Remarketing_60dias,Estático,Campanha Contínua | Leads
1062,2025 | Julho,Segunda-Feira,Dia útil,Leads,2025-07-14,topfunnel_lal2_leads_estatico_v1,89.04,61,4214,5,LookALike_Leads_2,Estático,Campanha Contínua | Leads
1063,2025 | Dezembro,Sexta-Feira,Dia útil,Vendas,2025-12-26,topfunnel_lal1_compradores_carrossel_v1,17.7,12,510,2,LookALike_Compradores_1,Carrossel,Campanha Contínua | Vendas
1064,2025 | Setembro,Segunda-Feira,Dia útil,Vendas,2025-09-01,topfunnel_lal2_leads_estatico_v1,19.02,37,1174,3,LookALike_Leads_2,Estático,Campanha Contínua | Vendas
1065,2025 | Julho,Terça-Feira,Dia útil,Leads,2025-07-08,bottomfunnel_visitantes_site_estatico_v2,127.26,101,7060,5,Visitantes_Site,Estático,1º Lançamento | Leads
1066,2025 | Junho,Quarta-Feira,Dia útil,Leads,2025-06-11,topfunnel_cargos_dados_video_v1,133.6,206,7328,47,Cargos_Dados,Video,Campanha Contínua | Leads
1067,2025 | Maio,Domingo,Final de semana,Vendas,2025-05-25,midfunnel_rmkt_30d_estatico_v2,34.35,104,4030,10,Remarketing_30dias,Estático,1º Lançamento | Vendas
1068,2025 | Outubro,Sábado,Final de semana,Leads,2025-10-11,topfunnel_cargos_dados_carrossel_v2,20.71,38,2449,5,Cargos_Dados,Carrossel,2º Lançamento | Leads
1069,2025 | Abril,Sábado,Final de semana,Vendas,2025-04-05,midfunnel_rmkt_60d_estatico_v1,73.63,204,6855,7,Remarketing_60dias,Estático,1º Lançamento | Vendas
1070,2025 | Outubro,Quinta-Feira,Dia útil,Vendas,2025-10-16,topfunnel_interesses_dados_video_v1,101.56,123,4340,23,Interesses_Dados,Video,Campanha Contínua | Vendas
1071,2025 | Julho,Segunda-Feira,Dia útil,Leads,2025-07-14,topfunnel_lal2_leads_estatico_v3,178.23,272,9235,51,LookALike_Leads_2,Estático,Campanha Contínua | Leads
1072,2025 | Fevereiro,Quinta-Feira,Dia útil,Vendas,2025-02-20,midfunnel_rmkt_30d_carrossel_v2,119.73,96,8669,3,Remarketing_30dias,Carrossel,1º Lançamento | Vendas
1073,2025 | Julho,Terça-Feira,Dia útil,Leads,2025-07-29,topfunnel_lal2_leads_estatico_v1,43.59,41,1276,6,LookALike_Leads_2,Estático,Campanha Contínua | Leads
1074,2025 | Abril,Quarta-Feira,Dia útil,Vendas,2025-04-30,midfunnel_rmkt_30d_estatico_v3,42.4,46,3137,2,Remarketing_30dias,Estático,1º Lançamento | Vendas
1075,2025 | Março,Quarta-Feira,Dia útil,Vendas,2025-03-26,midfunnel_rmkt_60d_estatico_v2,124.74,156,3680,24,Remarketing_60dias,Estático,2º Lançamento | Vendas
1076,2025 | Agosto,Quarta-Feira,Dia útil,Leads,2025-08-13,topfunnel_lal1_compradores_estatico_v3,59.71,26,3458,7,LookALike_Compradores_1,Estático,Campanha Contínua | Leads
1077,2025 | Outubro,Terça-Feira,Dia útil,Vendas,2025-10-28,midfunnel_rmkt_60d_carrossel_v1,86.01,111,2678,7,Remarketing_60dias,Carrossel,Campanha Contínua | Vendas
1078,2025 | Agosto,Terça-Feira,Dia útil,Vendas,2025-08-12,topfunnel_lal2_leads_video_v2,64.26,99,3160,25,LookALike_Leads_2,Video,2º Lançamento | Vendas
1079,2025 | Julho,Quarta-Feira,Dia útil,Vendas,2025-07-30,bottomfunnel_rmkt_60d_carrossel_v3,9.01,11,800,0,Remarketing_60dias,Carrossel,2º Lançamento | Vendas
1080,2025 | Setembro,Domingo,Final de semana,Vendas,2025-09-21,topfunnel_lal1_compradores_carrossel_v3,84.5,213,8445,41,LookALike_Compradores_1,Carrossel,2º Lançamento | Vendas
1081,2025 | Novembro,Segunda-Feira,Dia útil,Leads,2025-11-17,topfunnel_lal1_compradores_video_v2,99.99,51,2362,10,LookALike_Compradores_1,Video,1º Lançamento | Leads
1082,2025 | Janeiro,Quarta-Feira,Dia útil,Vendas,2025-01-15,midfunnel_rmkt_30d_carrossel_v2,100.27,27,3526,8,Remarketing_30dias,Carrossel,1º Lançamento | Vendas
1083,2025 | Agosto,Segunda-Feira,Dia útil,Vendas,2025-08-25,topfunnel_cargos_dados_estatico_v3,54.31,33,1592,5,Cargos_Dados,Estático,2º Lançamento | Vendas
1084,2025 | Maio,Segunda-Feira,Dia útil,Leads,2025-05-05,topfunnel_cargos_dados_estatico_v1,166.13,248,6197,64,Cargos_Dados,Estático,2º Lançamento | Leads
1085,2025 | Agosto,Sexta-Feira,Dia útil,Leads,2025-08-01,bottomfunnel_rmkt_60d_video_v3,55.49,83,1867,13,Remarketing_60dias,Video,1º Lançamento | Leads
1086,2025 | Agosto,Domingo,Final de semana,Leads,2025-08-17,bottomfunnel_visitantes_site_estatico_v2,168.08,184,4183,15,Visitantes_Site,Estático,2º Lançamento | Leads
1087,2025 | Abril,Quarta-Feira,Dia útil,Vendas,2025-04-30,bottomfunnel_engajamento_ig_video_v3,86.45,40,2068,11,Engajamento_Instagram,Video,Campanha Contínua | Vendas
1088,2025 | Março,Quarta-Feira,Dia útil,Leads,2025-03-19,topfunnel_lal1_compradores_video_v3,173.85,69,8570,17,LookALike_Compradores_1,Video,1º Lançamento | Leads
1089,2025 | Setembro,Sábado,Final de semana,Vendas,2025-09-27,topfunnel_lal1_compradores_carrossel_v1,75.27,24,2335,3,LookALike_Compradores_1,Carrossel,2º Lançamento | Vendas
1090,2025 | Junho,Segunda-Feira,Dia útil,Vendas,2025-06-23,midfunnel_engajamento_ig_carrossel_v2,153.79,75,3864,8,Engajamento_Instagram,Carrossel,Campanha Contínua | Vendas
1091,2025 | Setembro,Domingo,Final de semana,Vendas,2025-09-07,topfunnel_lal1_compradores_carrossel_v1,44.17,20,1325,1,LookALike_Compradores_1,Carrossel,1º Lançamento | Vendas
1092,2025 | Agosto,Segunda-Feira,Dia útil,Vendas,2025-08-11,topfunnel_interesses_dados_estatico_v1,125.69,17,3034,4,Interesses_Dados,Estático,2º Lançamento | Vendas
1093,2025 | Julho,Quinta-Feira,Dia útil,Leads,2025-07-03,topfunnel_cargos_dados_video_v3,75.64,25,2276,1,Cargos_Dados,Video,Campanha Contínua | Leads
1094,2025 | Julho,Terça-Feira,Dia útil,Leads,2025-07-15,midfunnel_rmkt_30d_estatico_v1,84.35,70,4848,1,Remarketing_30dias,Estático,2º Lançamento | Leads
1095,2025 | Maio,Quarta-Feira,Dia útil,Vendas,2025-05-28,topfunnel_cargos_dados_video_v2,170.28,62,3822,17,Cargos_Dados,Video,Campanha Contínua | Vendas
1096,2025 | Maio,Sexta-Feira,Dia útil,Leads,2025-05-09,bottomfunnel_rmkt_60d_video_v2,21.43,18,969,1,Remarketing_60dias,Video,Campanha Contínua | Leads
1097,2025 | Junho,Domingo,Final de semana,Leads,2025-06-01,midfunnel_engajamento_ig_estatico_v3,156.05,186,4240,51,Engajamento_Instagram,Estático,Campanha Contínua | Leads
1098,2025 | Setembro,Sexta-Feira,Dia útil,Vendas,2025-09-12,bottomfunnel_rmkt_60d_video_v1,115.5,118,3729,26,Remarketing_60dias,Video,Campanha Contínua | Vendas
1099,2025 | Dezembro,Segunda-Feira,Dia útil,Vendas,2025-12-15,topfunnel_interesses_dados_carrossel_v3,9.5,1,255,0,Interesses_Dados,Carrossel,1º Lançamento | Vendas
1100,2025 | Fevereiro,Domingo,Final de semana,Vendas,2025-02-16,bottomfunnel_visitantes_site_carrossel_v1,38.14,41,1028,5,Visitantes_Site,Carrossel,Campanha Contínua | Vendas
1101,2025 | Maio,Terça-Feira,Dia útil,Vendas,2025-05-20,bottomfunnel_rmkt_60d_estatico_v3,157.0,96,4158,3,Remarketing_60dias,Estático,1º Lançamento | Vendas
1102,2025 | Dezembro,Sábado,Final de semana,Vendas,2025-12-13,bottomfunnel_engajamento_ig_carrossel_v1,142.85,436,16776,64,Engajamento_Instagram,Carrossel,Campanha Contínua | Vendas
1103,2025 | Dezembro,Quinta-Feira,Dia útil,Leads,2025-12-11,bottomfunnel_engajamento_ig_carrossel_v1,122.28,141,4805,40,Engajamento_Instagram,Carrossel,2º Lançamento | Leads
1104,2025 | Novembro,Domingo,Final de semana,Leads,2025-11-09,topfunnel_interesses_dados_carrossel_v2,163.92,177,8545,10,Interesses_Dados,Carrossel,1º Lançamento | Leads
1105,2025 | Junho,Quinta-Feira,Dia útil,Vendas,2025-06-05,topfunnel_interesses_dados_video_v1,159.99,277,12288,57,Interesses_Dados,Video,Campanha Contínua | Vendas
1106,2025 | Dezembro,Terça-Feira,Dia útil,Vendas,2025-12-23,midfunnel_engajamento_ig_carrossel_v2,118.75,89,3056,25,Engajamento_Instagram,Carrossel,2º Lançamento | Vendas
1107,2025 | Janeiro,Sexta-Feira,Dia útil,Vendas,2025-01-17,bottomfunnel_rmkt_30d_estatico_v1,154.34,424,13218,73,Remarketing_30dias,Estático,Campanha Contínua | Vendas
1108,2025 | Julho,Quinta-Feira,Dia útil,Leads,2025-07-03,midfunnel_rmkt_60d_video_v2,18.77,35,1184,10,Remarketing_60dias,Video,1º Lançamento | Leads
1109,2025 | Junho,Sexta-Feira,Dia útil,Leads,2025-06-20,topfunnel_cargos_dados_carrossel_v1,14.68,5,404,0,Cargos_Dados,Carrossel,1º Lançamento | Leads
1110,2025 | Junho,Quarta-Feira,Dia útil,Vendas,2025-06-18,topfunnel_lal1_compradores_estatico_v1,177.79,233,6352,11,LookALike_Compradores_1,Estático,1º Lançamento | Vendas
1111,2025 | Março,Domingo,Final de semana,Leads,2025-03-09,bottomfunnel_rmkt_30d_carrossel_v1,33.43,115,3363,19,Remarketing_30dias,Carrossel,Campanha Contínua | Leads
1112,2025 | Fevereiro,Domingo,Final de semana,Leads,2025-02-02,midfunnel_visitantes_site_carrossel_v2,91.93,12,2138,2,Visitantes_Site,Carrossel,Campanha Contínua | Leads
1113,2025 | Setembro,Quarta-Feira,Dia útil,Leads,2025-09-24,topfunnel_lal1_compradores_video_v2,152.9,54,6431,11,LookALike_Compradores_1,Video,2º Lançamento | Leads
1114,2025 | Fevereiro,Sexta-Feira,Dia útil,Vendas,2025-02-07,midfunnel_visitantes_site_carrossel_v1,24.9,22,800,4,Visitantes_Site,Carrossel,2º Lançamento | Vendas
1115,2025 | Novembro,Domingo,Final de semana,Leads,2025-11-02,topfunnel_lal2_leads_carrossel_v3,78.86,18,2111,3,LookALike_Leads_2,Carrossel,Campanha Contínua | Leads
1116,2025 | Abril,Segunda-Feira,Dia útil,Leads,2025-04-21,bottomfunnel_rmkt_30d_estatico_v2,73.27,35,2093,3,Remarketing_30dias,Estático,2º Lançamento | Leads
1117,2025 | Julho,Sexta-Feira,Dia útil,Vendas,2025-07-11,topfunnel_lal2_leads_video_v1,150.14,104,13113,23,LookALike_Leads_2,Video,1º Lançamento | Vendas
1118,2025 | Outubro,Domingo,Final de semana,Leads,2025-10-12,midfunnel_visitantes_site_carrossel_v2,65.26,69,2000,18,Visitantes_Site,Carrossel,Campanha Contínua | Leads
1119,2025 | Janeiro,Segunda-Feira,Dia útil,Vendas,2025-01-27,midfunnel_rmkt_60d_estatico_v3,92.57,160,6744,41,Remarketing_60dias,Estático,2º Lançamento | Vendas
1120,2025 | Outubro,Domingo,Final de semana,Leads,2025-10-12,midfunnel_rmkt_60d_carrossel_v2,152.52,129,3461,24,Remarketing_60dias,Carrossel,Campanha Contínua | Leads
1121,2025 | Outubro,Segunda-Feira,Dia útil,Leads,2025-10-13,midfunnel_rmkt_60d_video_v2,127.23,117,6547,2,Remarketing_60dias,Video,1º Lançamento | Leads
1122,2025 | Outubro,Sexta-Feira,Dia útil,Vendas,2025-10-17,topfunnel_interesses_dados_video_v3,114.89,435,12577,34,Interesses_Dados,Video,2º Lançamento | Vendas
1123,2025 | Agosto,Quinta-Feira,Dia útil,Leads,2025-08-21,bottomfunnel_visitantes_site_estatico_v3,108.33,27,2662,6,Visitantes_Site,Estático,1º Lançamento | Leads
1124,2025 | Dezembro,Sexta-Feira,Dia útil,Leads,2025-12-12,topfunnel_lal2_leads_carrossel_v2,88.7,55,3641,12,LookALike_Leads_2,Carrossel,1º Lançamento | Leads
1125,2025 | Junho,Quinta-Feira,Dia útil,Leads,2025-06-26,bottomfunnel_rmkt_60d_carrossel_v3,120.92,252,12491,47,Remarketing_60dias,Carrossel,1º Lançamento | Leads
1126,2025 | Abril,Terça-Feira,Dia útil,Leads,2025-04-15,bottomfunnel_rmkt_30d_video_v2,60.74,253,7330,17,Remarketing_30dias,Video,2º Lançamento | Leads
1127,2025 | Setembro,Terça-Feira,Dia útil,Vendas,2025-09-30,bottomfunnel_visitantes_site_video_v3,10.01,48,1151,12,Visitantes_Site,Video,Campanha Contínua | Vendas
1128,2025 | Agosto,Sexta-Feira,Dia útil,Leads,2025-08-08,midfunnel_engajamento_ig_estatico_v2,6.2,11,309,2,Engajamento_Instagram,Estático,Campanha Contínua | Leads
1129,2025 | Julho,Sábado,Final de semana,Leads,2025-07-05,topfunnel_interesses_dados_video_v2,107.02,79,3907,8,Interesses_Dados,Video,2º Lançamento | Leads
1130,2025 | Abril,Quinta-Feira,Dia útil,Leads,2025-04-24,topfunnel_cargos_dados_video_v3,114.9,49,4158,11,Cargos_Dados,Video,2º Lançamento | Leads
1131,2025 | Novembro,Quinta-Feira,Dia útil,Vendas,2025-11-27,midfunnel_rmkt_30d_video_v2,37.52,43,1238,8,Remarketing_30dias,Video,1º Lançamento | Vendas
1132,2025 | Novembro,Terça-Feira,Dia útil,Leads,2025-11-18,topfunnel_lal2_leads_carrossel_v3,116.63,45,2620,13,LookALike_Leads_2,Carrossel,2º Lançamento | Leads
1133,2025 | Março,Quarta-Feira,Dia útil,Leads,2025-03-19,topfunnel_lal2_leads_estatico_v3,56.25,19,3096,3,LookALike_Leads_2,Estático,2º Lançamento | Leads
1134,2025 | Agosto,Segunda-Feira,Dia útil,Leads,2025-08-25,topfunnel_lal1_compradores_estatico_v2,16.12,15,403,2,LookALike_Compradores_1,Estático,Campanha Contínua | Leads
1135,2025 | Julho,Quarta-Feira,Dia útil,Leads,2025-07-16,topfunnel_lal1_compradores_estatico_v3,118.2,139,5940,8,LookALike_Compradores_1,Estático,1º Lançamento | Leads
1136,2025 | Agosto,Terça-Feira,Dia útil,Leads,2025-08-19,midfunnel_visitantes_site_carrossel_v3,117.19,409,12403,121,Visitantes_Site,Carrossel,Campanha Contínua | Leads
1137,2025 | Setembro,Quinta-Feira,Dia útil,Leads,2025-09-25,bottomfunnel_visitantes_site_estatico_v2,75.06,104,3657,25,Visitantes_Site,Estático,Campanha Contínua | Leads
1138,2025 | Junho,Sábado,Final de semana,Leads,2025-06-21,topfunnel_interesses_dados_carrossel_v3,71.12,159,4105,46,Interesses_Dados,Carrossel,Campanha Contínua | Leads
1139,2025 | Março,Terça-Feira,Dia útil,Leads,2025-03-18,topfunnel_cargos_dados_estatico_v2,174.27,103,5149,19,Cargos_Dados,Estático,1º Lançamento | Leads
1140,2025 | Junho,Domingo,Final de semana,Leads,2025-06-08,midfunnel_visitantes_site_video_v3,121.51,21,4531,2,Visitantes_Site,Video,1º Lançamento | Leads
1141,2025 | Junho,Terça-Feira,Dia útil,Vendas,2025-06-24,topfunnel_lal2_leads_video_v1,180.0,211,13107,50,LookALike_Leads_2,Video,Campanha Contínua | Vendas
1142,2025 | Outubro,Sábado,Final de semana,Vendas,2025-10-04,topfunnel_lal1_compradores_carrossel_v2,158.06,145,5120,9,LookALike_Compradores_1,Carrossel,1º Lançamento | Vendas
